secondary_substation_unique_id,geometry
SSEN-2522002080,POINT (-0.28318 51.523285)
SSEN-2522002180,POINT (-0.284408 51.514769)
SSEN-2522002200,POINT (-0.286874 51.513977)
SSEN-2522002240,POINT (-0.282125 51.510716)
SSEN-2522002260,POINT (-0.28223 51.508298)
SSEN-2522002270,POINT (-0.285364 51.508901)
SSEN-2522004020,POINT (-0.30354 51.518851)
SSEN-2522004040,POINT (-0.296204 51.51807)
SSEN-2522004060,POINT (-0.297686 51.520079)
SSEN-2522004080,POINT (-0.296055 51.523229)
SSEN-2522004100,POINT (-0.291902 51.521712)
SSEN-2522004140,POINT (-0.292619 51.524906)
SSEN-2522004160,POINT (-0.293012 51.525955)
SSEN-2522004180,POINT (-0.293074 51.528528)
SSEN-2522004260,POINT (-0.29182 51.528518)
SSEN-2522004280,POINT (-0.289201 51.528777)
SSEN-2522004340,POINT (-0.293008 51.529138)
SSEN-2522006020,POINT (-0.313862 51.50632)
SSEN-2522006040,POINT (-0.318376 51.504649)
SSEN-2522006060,POINT (-0.320905 51.508363)
SSEN-2522007020,POINT (-0.303267 51.516904)
SSEN-2522007050,POINT (-0.298646 51.516552)
SSEN-2522007060,POINT (-0.290189 51.517434)
SSEN-2522007080,POINT (-0.286975 51.517801)
SSEN-2522007100,POINT (-0.288755 51.519544)
SSEN-2522007140,POINT (-0.286255 51.526243)
SSEN-2522007260,POINT (-0.28773 51.524565)
SSEN-2522007280,POINT (-0.286662 51.523066)
SSEN-2522007420,POINT (-0.289974 51.53163)
SSEN-2522008020,POINT (-0.306245 51.511615)
SSEN-2522008060,POINT (-0.306588 51.509354)
SSEN-2522008080,POINT (-0.302665 51.509836)
SSEN-2522008100,POINT (-0.304167 51.508959)
SSEN-2522009020,POINT (-0.302251 51.51671)
SSEN-2522009040,POINT (-0.299098 51.519317)
SSEN-2522009060,POINT (-0.299131 51.521898)
SSEN-2522009100,POINT (-0.300841 51.525934)
SSEN-2522009120,POINT (-0.298039 51.527233)
SSEN-2522009140,POINT (-0.294967 51.52958)
SSEN-2522009160,POINT (-0.288532 51.530089)
SSEN-2522009200,POINT (-0.293834 51.534824)
SSEN-2522009220,POINT (-0.292898 51.532482)
SSEN-2522010040,POINT (-0.308888 51.511842)
SSEN-2522010125,POINT (-0.319069 51.510491)
SSEN-2522011020,POINT (-0.308754 51.513917)
SSEN-2522011060,POINT (-0.313842 51.511158)
SSEN-2522011080,POINT (-0.315255 51.511933)
SSEN-2522011100,POINT (-0.317631 51.511572)
SSEN-2522011120,POINT (-0.316897 51.511939)
SSEN-2522011140,POINT (-0.317645 51.513163)
SSEN-2522011180,POINT (-0.313071 51.512927)
SSEN-2522011195,POINT (-0.312655 51.51254)
SSEN-2522011200,POINT (-0.314497 51.514108)
SSEN-2522011220,POINT (-0.316728 51.514976)
SSEN-2522011260,POINT (-0.321464 51.517076)
SSEN-2522011280,POINT (-0.319522 51.520115)
SSEN-2522012020,POINT (-0.317343 51.516863)
SSEN-2522012150,POINT (-0.31478 51.516576)
SSEN-2522012160,POINT (-0.314647 51.520189)
SSEN-2522012170,POINT (-0.312531 51.521291)
SSEN-2522012180,POINT (-0.315266 51.526061)
SSEN-2522012190,POINT (-0.314768 51.524587)
SSEN-2522012200,POINT (-0.313564 51.528032)
SSEN-2522012210,POINT (-0.318781 51.527694)
SSEN-2522013020,POINT (-0.308766 51.51398)
SSEN-2522013040,POINT (-0.31039 51.517196)
SSEN-2522013060,POINT (-0.310838 51.517958)
SSEN-2522013080,POINT (-0.311251 51.519654)
SSEN-2522013100,POINT (-0.309767 51.52118)
SSEN-2522013120,POINT (-0.305692 51.521849)
SSEN-2522013140,POINT (-0.30339 51.521348)
SSEN-2522013160,POINT (-0.303607 51.522493)
SSEN-2522013180,POINT (-0.304674 51.524415)
SSEN-2522013185,POINT (-0.307669 51.523779)
SSEN-2522013190,POINT (-0.306513 51.513897)
SSEN-2522013200,POINT (-0.306971 51.513632)
SSEN-2522013210,POINT (-0.306649 51.51353)
SSEN-2522013220,POINT (-0.307222 51.514012)
SSEN-2522013230,POINT (-0.307842 51.513639)
SSEN-2522014010,POINT (-0.308482 51.516197)
SSEN-2522014015,POINT (-0.307004 51.520294)
SSEN-2522014020,POINT (-0.305666 51.518665)
SSEN-2522014025,POINT (-0.308212 51.524259)
SSEN-2522014030,POINT (-0.311165 51.521982)
SSEN-2522014035,POINT (-0.315021 51.522955)
SSEN-2522014040,POINT (-0.316609 51.522105)
SSEN-2522014050,POINT (-0.319385 51.522253)
SSEN-2522014055,POINT (-0.32089 51.522104)
SSEN-2522014060,POINT (-0.317362 51.525515)
SSEN-2522014065,POINT (-0.328086 51.52083)
SSEN-2522014070,POINT (-0.324289 51.519832)
SSEN-2522018020,POINT (-0.290959 51.518812)
SSEN-2522018025,POINT (-0.293041 51.51547)
SSEN-2522018030,POINT (-0.289864 51.514561)
SSEN-2524004020,POINT (-0.311161 51.536091)
SSEN-2524008010,POINT (-0.307509 51.535049)
SSEN-2524008040,POINT (-0.319546 51.533927)
SSEN-2524024020,POINT (-0.313828 51.532991)
SSEN-2524024030,POINT (-0.317828 51.533993)
SSEN-2524024040,POINT (-0.323407 51.534018)
SSEN-2524024060,POINT (-0.32493 51.540164)
SSEN-2524024070,POINT (-0.324067 51.541564)
SSEN-2524024090,POINT (-0.320261 51.551707)
SSEN-2524024100,POINT (-0.322853 51.552634)
SSEN-2524024110,POINT (-0.322047 51.548252)
SSEN-2524024120,POINT (-0.322787 51.551266)
SSEN-2524024130,POINT (-0.318764 51.54968)
SSEN-2524024140,POINT (-0.326717 51.551484)
SSEN-2524024150,POINT (-0.331458 51.553188)
SSEN-2524026010,POINT (-0.306411 51.537821)
SSEN-2524026020,POINT (-0.307939 51.54055)
SSEN-2524026030,POINT (-0.310157 51.539844)
SSEN-2524026040,POINT (-0.310411 51.541943)
SSEN-2524026050,POINT (-0.312274 51.543814)
SSEN-2524026060,POINT (-0.310641 51.538449)
SSEN-2524026070,POINT (-0.314377 51.538817)
SSEN-2524028020,POINT (-0.331729 51.527249)
SSEN-2524028030,POINT (-0.332805 51.526985)
SSEN-2524028040,POINT (-0.332034 51.527982)
SSEN-2524028050,POINT (-0.339351 51.52697)
SSEN-2524028060,POINT (-0.335685 51.525516)
SSEN-2524028070,POINT (-0.334815 51.522491)
SSEN-2524028080,POINT (-0.340886 51.525185)
SSEN-2524028085,POINT (-0.340272 51.523321)
SSEN-2524028090,POINT (-0.339898 51.523426)
SSEN-2524030010,POINT (-0.314485 51.539781)
SSEN-2524030020,POINT (-0.315859 51.540457)
SSEN-2524030030,POINT (-0.314839 51.542304)
SSEN-2524030040,POINT (-0.316738 51.542817)
SSEN-2524032010,POINT (-0.309633 51.535305)
SSEN-2524032030,POINT (-0.319401 51.536299)
SSEN-2524032110,POINT (-0.323935 51.537713)
SSEN-2524032120,POINT (-0.322019 51.540392)
SSEN-2524034030,POINT (-0.30196 51.530338)
SSEN-2524034070,POINT (-0.304527 51.529152)
SSEN-2524034080,POINT (-0.307164 51.527635)
SSEN-2524034090,POINT (-0.311913 51.527082)
SSEN-2524034100,POINT (-0.306999 51.525852)
SSEN-2524034110,POINT (-0.311955 51.524772)
SSEN-2526001020,POINT (-0.296824 51.50995)
SSEN-2526001040,POINT (-0.299 51.511897)
SSEN-2526001060,POINT (-0.299662 51.511538)
SSEN-2526001080,POINT (-0.302182 51.511196)
SSEN-2526001140,POINT (-0.299377 51.514546)
SSEN-2526001160,POINT (-0.29274 51.513191)
SSEN-2526001210,POINT (-0.305325 51.512312)
SSEN-2526001220,POINT (-0.304677 51.513858)
SSEN-2526002020,POINT (-0.296785 51.505606)
SSEN-2526002040,POINT (-0.293563 51.506215)
SSEN-2526002060,POINT (-0.301991 51.50703)
SSEN-2526002080,POINT (-0.299642 51.509352)
SSEN-2526003020,POINT (-0.305493 51.506244)
SSEN-2526003040,POINT (-0.30817 51.507119)
SSEN-2526003060,POINT (-0.314163 51.509103)
SSEN-2526003080,POINT (-0.318886 51.511536)
SSEN-2526003110,POINT (-0.320885 51.512211)
SSEN-2526003118,POINT (-0.320813 51.513466)
SSEN-2526003130,POINT (-0.320587 51.514714)
SSEN-2526003140,POINT (-0.324531 51.52069)
SSEN-2526003160,POINT (-0.329731 51.522374)
SSEN-2526003200,POINT (-0.324555 51.524359)
SSEN-2526003300,POINT (-0.32773 51.527021)
SSEN-2526004020,POINT (-0.288843 51.502586)
SSEN-2526004055,POINT (-0.287056 51.505266)
SSEN-2526004065,POINT (-0.28858 51.509974)
SSEN-2526004075,POINT (-0.290086 51.511722)
SSEN-2526004085,POINT (-0.287479 51.509742)
SSEN-2526004095,POINT (-0.292136 51.507391)
SSEN-2526004125,POINT (-0.301801 51.513214)
SSEN-2526005020,POINT (-0.295245 51.502454)
SSEN-2526005040,POINT (-0.299918 51.504662)
SSEN-2526005060,POINT (-0.308793 51.504296)
SSEN-2526005080,POINT (-0.304533 51.500277)
SSEN-2526005100,POINT (-0.305051 51.497569)
SSEN-2526007020,POINT (-0.29993 51.501632)
SSEN-2526007040,POINT (-0.298678 51.500417)
SSEN-2526007060,POINT (-0.301433 51.499945)
SSEN-2526007080,POINT (-0.306966 51.500331)
SSEN-2526007100,POINT (-0.3064 51.501986)
SSEN-2526007120,POINT (-0.310165 51.501869)
SSEN-2526007130,POINT (-0.317385 51.509275)
SSEN-2526007140,POINT (-0.315344 51.501692)
SSEN-2526008020,POINT (-0.318883 51.500682)
SSEN-2526008030,POINT (-0.321175 51.499069)
SSEN-2526008040,POINT (-0.323631 51.500462)
SSEN-2526008080,POINT (-0.320644 51.503315)
SSEN-2526008100,POINT (-0.321558 51.50393)
SSEN-2526008120,POINT (-0.323263 51.505393)
SSEN-2526008140,POINT (-0.324531 51.50775)
SSEN-2526008180,POINT (-0.325689 51.5072)
SSEN-2526008200,POINT (-0.281715 51.500926)
SSEN-2526009040,POINT (-0.297362 51.496316)
SSEN-2526009060,POINT (-0.299563 51.496402)
SSEN-2526009080,POINT (-0.298022 51.494833)
SSEN-2526009120,POINT (-0.300478 51.492323)
SSEN-2526009240,POINT (-0.280569 51.492348)
SSEN-2526010010,POINT (-0.306747 51.491092)
SSEN-2526010030,POINT (-0.312042 51.492814)
SSEN-2526010040,POINT (-0.312823 51.4913)
SSEN-2526017010,POINT (-0.28276 51.498054)
SSEN-2526017020,POINT (-0.28114 51.496304)
SSEN-2528001220,POINT (-0.355783 51.50384)
SSEN-2528001225,POINT (-0.351648 51.501048)
SSEN-2528001240,POINT (-0.362448 51.501208)
SSEN-2528001360,POINT (-0.364818 51.497374)
SSEN-2528001380,POINT (-0.363518 51.495881)
SSEN-2528001400,POINT (-0.365829 51.494502)
SSEN-2528001420,POINT (-0.36841 51.493216)
SSEN-2528001440,POINT (-0.371541 51.495517)
SSEN-2528004010,POINT (-0.338854 51.509171)
SSEN-2528004040,POINT (-0.336661 51.508615)
SSEN-2528004060,POINT (-0.336067 51.50714)
SSEN-2528004080,POINT (-0.334914 51.507915)
SSEN-2528004100,POINT (-0.339637 51.506822)
SSEN-2528004120,POINT (-0.342013 51.505678)
SSEN-2528004150,POINT (-0.340765 51.504329)
SSEN-2528004170,POINT (-0.337178 51.509458)
SSEN-2528004180,POINT (-0.335141 51.510787)
SSEN-2528004190,POINT (-0.336073 51.512491)
SSEN-2528006020,POINT (-0.365395 51.510646)
SSEN-2528006040,POINT (-0.367195 51.507857)
SSEN-2528006060,POINT (-0.374059 51.509355)
SSEN-2528006080,POINT (-0.37495 51.51184)
SSEN-2528006090,POINT (-0.376214 51.510998)
SSEN-2528006100,POINT (-0.378322 51.508605)
SSEN-2528006120,POINT (-0.380362 51.50473)
SSEN-2528007040,POINT (-0.341713 51.508794)
SSEN-2528007050,POINT (-0.339806 51.513686)
SSEN-2528007060,POINT (-0.34156 51.511409)
SSEN-2528007070,POINT (-0.341266 51.513167)
SSEN-2528007080,POINT (-0.344464 51.514786)
SSEN-2528007090,POINT (-0.337944 51.514928)
SSEN-2528007100,POINT (-0.338229 51.519374)
SSEN-2528007120,POINT (-0.340728 51.522017)
SSEN-2528007150,POINT (-0.342893 51.520339)
SSEN-2528007160,POINT (-0.344501 51.520119)
SSEN-2528007170,POINT (-0.345281 51.519294)
SSEN-2528009020,POINT (-0.354712 51.509157)
SSEN-2528009040,POINT (-0.350597 51.509378)
SSEN-2528009200,POINT (-0.33273 51.520366)
SSEN-2528009220,POINT (-0.330485 51.518697)
SSEN-2528009240,POINT (-0.331707 51.520756)
SSEN-2528009250,POINT (-0.331438 51.521301)
SSEN-2528009280,POINT (-0.333701 51.525362)
SSEN-2528009320,POINT (-0.331738 51.517942)
SSEN-2528009340,POINT (-0.330018 51.514141)
SSEN-2528009360,POINT (-0.331171 51.516108)
SSEN-2528009390,POINT (-0.336365 51.51527)
SSEN-2528011120,POINT (-0.354489 51.508156)
SSEN-2528011140,POINT (-0.352409 51.50711)
SSEN-2528011200,POINT (-0.354653 51.506018)
SSEN-2528012030,POINT (-0.33392 51.486589)
SSEN-2528012040,POINT (-0.340548 51.487322)
SSEN-2528012050,POINT (-0.336836 51.483249)
SSEN-2528012060,POINT (-0.341584 51.48337)
SSEN-2528012070,POINT (-0.348754 51.483436)
SSEN-2528014020,POINT (-0.350515 51.508864)
SSEN-2528014040,POINT (-0.335515 51.506063)
SSEN-2528014080,POINT (-0.337781 51.504377)
SSEN-2528014090,POINT (-0.336979 51.501132)
SSEN-2528016020,POINT (-0.359665 51.51571)
SSEN-2528016040,POINT (-0.357269 51.516189)
SSEN-2528016060,POINT (-0.359634 51.516977)
SSEN-2528016080,POINT (-0.359632 51.518227)
SSEN-2528016090,POINT (-0.356973 51.517624)
SSEN-2528016100,POINT (-0.354471 51.519441)
SSEN-2528016110,POINT (-0.360175 51.520771)
SSEN-2528016115,POINT (-0.364701 51.517687)
SSEN-2528016120,POINT (-0.362838 51.519657)
SSEN-2528018020,POINT (-0.347415 51.509324)
SSEN-2528020020,POINT (-0.361959 51.510005)
SSEN-2528020040,POINT (-0.365805 51.512064)
SSEN-2528020080,POINT (-0.371674 51.511174)
SSEN-2528020120,POINT (-0.37126 51.51267)
SSEN-2528020140,POINT (-0.37035 51.515148)
SSEN-2529001020,POINT (-0.431261 51.496592)
SSEN-2529001040,POINT (-0.426855 51.496928)
SSEN-2529001120,POINT (-0.423296 51.496125)
SSEN-2529001140,POINT (-0.425603 51.495221)
SSEN-2529001160,POINT (-0.426153 51.494311)
SSEN-2529001180,POINT (-0.422637 51.494758)
SSEN-2529001300,POINT (-0.433422 51.49324)
SSEN-2529001340,POINT (-0.435727 51.490267)
SSEN-2529001400,POINT (-0.434424 51.489197)
SSEN-2529001420,POINT (-0.434858 51.487045)
SSEN-2529001440,POINT (-0.436758 51.48582)
SSEN-2529001460,POINT (-0.434407 51.484233)
SSEN-2529001470,POINT (-0.433223 51.481522)
SSEN-2529001500,POINT (-0.433543 51.481713)
SSEN-2529002060,POINT (-0.407586 51.49094)
SSEN-2529002160,POINT (-0.401566 51.485543)
SSEN-2529002290,POINT (-0.396159 51.485703)
SSEN-2529002300,POINT (-0.393572 51.483906)
SSEN-2529002310,POINT (-0.389559 51.482942)
SSEN-2529002320,POINT (-0.389001 51.486532)
SSEN-2529002330,POINT (-0.390485 51.486507)
SSEN-2529002340,POINT (-0.395871 51.481599)
SSEN-2529002350,POINT (-0.393344 51.480575)
SSEN-2529002360,POINT (-0.392554 51.479701)
SSEN-2529002370,POINT (-0.386196 51.479479)
SSEN-2529002380,POINT (-0.389421 51.480728)
SSEN-2529004080,POINT (-0.39661 51.497903)
SSEN-2529004140,POINT (-0.393095 51.496677)
SSEN-2529004160,POINT (-0.392785 51.498921)
SSEN-2529004200,POINT (-0.391202 51.498054)
SSEN-2529004210,POINT (-0.387992 51.500303)
SSEN-2529004220,POINT (-0.384928 51.49947)
SSEN-2529004230,POINT (-0.386126 51.501976)
SSEN-2529004240,POINT (-0.387928 51.501022)
SSEN-2529009040,POINT (-0.437305 51.483732)
SSEN-2529009060,POINT (-0.379983 51.489806)
SSEN-2529009100,POINT (-0.380693 51.488072)
SSEN-2529009120,POINT (-0.377709 51.488552)
SSEN-2529009160,POINT (-0.383796 51.486253)
SSEN-2529009180,POINT (-0.380535 51.483582)
SSEN-2529009190,POINT (-0.381781 51.483587)
SSEN-2529009200,POINT (-0.377327 51.484284)
SSEN-2529009240,POINT (-0.377291 51.4853)
SSEN-2529009250,POINT (-0.375894 51.487727)
SSEN-2529009260,POINT (-0.372286 51.483882)
SSEN-2529009270,POINT (-0.370243 51.483835)
SSEN-2529009280,POINT (-0.373094 51.487499)
SSEN-2529009290,POINT (-0.372105 51.488987)
SSEN-2529009300,POINT (-0.368931 51.486686)
SSEN-2529009310,POINT (-0.367739 51.485788)
SSEN-2529009320,POINT (-0.367904 51.487616)
SSEN-2529009330,POINT (-0.368357 51.488656)
SSEN-2529009340,POINT (-0.369803 51.488083)
SSEN-2529011180,POINT (-0.404362 51.486733)
SSEN-2529011200,POINT (-0.411542 51.480733)
SSEN-2529011300,POINT (-0.409642 51.482758)
SSEN-2529012020,POINT (-0.416457 51.495997)
SSEN-2529012040,POINT (-0.421619 51.497532)
SSEN-2529012060,POINT (-0.413483 51.496173)
SSEN-2529012120,POINT (-0.420338 51.495006)
SSEN-2529012130,POINT (-0.418437 51.499144)
SSEN-2529012140,POINT (-0.418984 51.500419)
SSEN-2529012150,POINT (-0.421902 51.500198)
SSEN-2529012160,POINT (-0.424704 51.501665)
SSEN-2529012170,POINT (-0.421927 51.501547)
SSEN-2529013020,POINT (-0.412557 51.499191)
SSEN-2529015020,POINT (-0.395363 51.495683)
SSEN-2529015040,POINT (-0.393276 51.495205)
SSEN-2529015060,POINT (-0.389028 51.49351)
SSEN-2529015080,POINT (-0.38779 51.491856)
SSEN-2529015100,POINT (-0.383938 51.493242)
SSEN-2529015120,POINT (-0.379177 51.495479)
SSEN-2529015140,POINT (-0.37572 51.494253)
SSEN-2529015240,POINT (-0.380069 51.495122)
SSEN-2529015260,POINT (-0.382102 51.495051)
SSEN-2529015280,POINT (-0.378751 51.492874)
SSEN-2529015300,POINT (-0.385102 51.490875)
SSEN-2529015320,POINT (-0.378709 51.49121)
SSEN-2529015340,POINT (-0.373305 51.490478)
SSEN-2529017030,POINT (-0.398904 51.499886)
SSEN-2529017070,POINT (-0.395232 51.501455)
SSEN-2529017100,POINT (-0.393502 51.502717)
SSEN-2529017130,POINT (-0.388492 51.503421)
SSEN-2529017140,POINT (-0.384057 51.503729)
SSEN-2529017150,POINT (-0.383483 51.502588)
SSEN-2529017170,POINT (-0.38 51.504779)
SSEN-2529017180,POINT (-0.376216 51.501786)
SSEN-2529017190,POINT (-0.375488 51.497136)
SSEN-2529017200,POINT (-0.373869 51.49768)
SSEN-2529017210,POINT (-0.372864 51.496785)
SSEN-2803001020,POINT (-0.417176 51.417773)
SSEN-2803001040,POINT (-0.41326 51.417909)
SSEN-2803001060,POINT (-0.408384 51.418338)
SSEN-2803001080,POINT (-0.4075 51.416446)
SSEN-2803001090,POINT (-0.404001 51.413269)
SSEN-2803001100,POINT (-0.399625 51.41258)
SSEN-2803001120,POINT (-0.395025 51.41294)
SSEN-2803001140,POINT (-0.390887 51.41327)
SSEN-2803001160,POINT (-0.401297 51.410013)
SSEN-2803001180,POINT (-0.405704 51.406898)
SSEN-2803001280,POINT (-0.402077 51.408243)
SSEN-2803001300,POINT (-0.388169 51.410391)
SSEN-2803001320,POINT (-0.394509 51.410028)
SSEN-2803002040,POINT (-0.416529 51.422351)
SSEN-2803002080,POINT (-0.411673 51.426341)
SSEN-2803002140,POINT (-0.393619 51.428837)
SSEN-2803002160,POINT (-0.388486 51.427948)
SSEN-2803002180,POINT (-0.391305 51.428374)
SSEN-2803002200,POINT (-0.392153 51.430031)
SSEN-2803002220,POINT (-0.388694 51.431045)
SSEN-2803002240,POINT (-0.387887 51.42946)
SSEN-2803002260,POINT (-0.38591 51.433299)
SSEN-2803002280,POINT (-0.3856 51.431892)
SSEN-2803004020,POINT (-0.418746 51.416868)
SSEN-2803004060,POINT (-0.421976 51.411615)
SSEN-2803004080,POINT (-0.424036 51.414439)
SSEN-2803004100,POINT (-0.425025 51.41287)
SSEN-2803004120,POINT (-0.427178 51.410885)
SSEN-2803004160,POINT (-0.432074 51.414026)
SSEN-2803005020,POINT (-0.418517 51.418511)
SSEN-2803005060,POINT (-0.424328 51.421008)
SSEN-2803005100,POINT (-0.42621 51.420637)
SSEN-2803005120,POINT (-0.427914 51.419177)
SSEN-2803005140,POINT (-0.430053 51.420977)
SSEN-2803005160,POINT (-0.432491 51.421594)
SSEN-2803005180,POINT (-0.440117 51.42237)
SSEN-2803005200,POINT (-0.441985 51.42368)
SSEN-2803005220,POINT (-0.437697 51.422032)
SSEN-2803005240,POINT (-0.436248 51.42489)
SSEN-2803005260,POINT (-0.442282 51.420879)
SSEN-2803005280,POINT (-0.442994 51.41685)
SSEN-2803005420,POINT (-0.444559 51.413103)
SSEN-2803005440,POINT (-0.444477 51.411286)
SSEN-2803005460,POINT (-0.442775 51.411434)
SSEN-2803005480,POINT (-0.444786 51.40897)
SSEN-2803005560,POINT (-0.435175 51.402394)
SSEN-2803006020,POINT (-0.420533 51.418853)
SSEN-2803006025,POINT (-0.43159 51.417913)
SSEN-2803006030,POINT (-0.432949 51.418268)
SSEN-2803006040,POINT (-0.4314 51.417484)
SSEN-2803006070,POINT (-0.43173 51.416521)
SSEN-2803006150,POINT (-0.431817 51.414813)
SSEN-2803006160,POINT (-0.430817 51.411698)
SSEN-2803006170,POINT (-0.432332 51.409847)
SSEN-2803006180,POINT (-0.431778 51.406297)
SSEN-2803006200,POINT (-0.435132 51.404085)
SSEN-2803006210,POINT (-0.433101 51.402933)
SSEN-2803006220,POINT (-0.427041 51.400208)
SSEN-2803006230,POINT (-0.432027 51.399448)
SSEN-2803006240,POINT (-0.430828 51.402148)
SSEN-2803006260,POINT (-0.415644 51.404704)
SSEN-2803006270,POINT (-0.412975 51.403715)
SSEN-2803006280,POINT (-0.418028 51.400204)
SSEN-2803006290,POINT (-0.420011 51.394808)
SSEN-2803006310,POINT (-0.418327 51.396953)
SSEN-2803006320,POINT (-0.422864 51.400872)
SSEN-2803006340,POINT (-0.418043 51.403495)
SSEN-2803007020,POINT (-0.41132 51.418683)
SSEN-2803007035,POINT (-0.413485 51.416091)
SSEN-2803007040,POINT (-0.410539 51.415921)
SSEN-2803007080,POINT (-0.411518 51.414621)
SSEN-2803008040,POINT (-0.422102 51.420061)
SSEN-2803008060,POINT (-0.432988 51.424307)
SSEN-2803008280,POINT (-0.42824 51.421843)
SSEN-2803008300,POINT (-0.425578 51.423552)
SSEN-2803008320,POINT (-0.430629 51.423907)
SSEN-2803008340,POINT (-0.42632 51.424973)
SSEN-2803008360,POINT (-0.423208 51.425552)
SSEN-2803008380,POINT (-0.422833 51.42391)
SSEN-2803008400,POINT (-0.417948 51.425391)
SSEN-2803008420,POINT (-0.415597 51.42768)
SSEN-2803010040,POINT (-0.435247 51.425542)
SSEN-2803010060,POINT (-0.437817 51.425262)
SSEN-2803010080,POINT (-0.442303 51.42489)
SSEN-2803010090,POINT (-0.438302 51.42918)
SSEN-2803010100,POINT (-0.426917 51.427697)
SSEN-2803010120,POINT (-0.423746 51.432061)
SSEN-2803010140,POINT (-0.419801 51.437978)
SSEN-2803010150,POINT (-0.420987 51.439469)
SSEN-2803012020,POINT (-0.415636 51.419336)
SSEN-2803012060,POINT (-0.412858 51.421195)
SSEN-2803012120,POINT (-0.402389 51.432302)
SSEN-2803012140,POINT (-0.402157 51.435231)
SSEN-2803012160,POINT (-0.402383 51.437005)
SSEN-2803012180,POINT (-0.404957 51.437858)
SSEN-2803012200,POINT (-0.408777 51.436013)
SSEN-2803012380,POINT (-0.407333 51.439878)
SSEN-2803012400,POINT (-0.409078 51.44018)
SSEN-2803012420,POINT (-0.412181 51.439908)
SSEN-2803012440,POINT (-0.411505 51.436571)
SSEN-2803016020,POINT (-0.418881 51.414217)
SSEN-2803016040,POINT (-0.417296 51.411813)
SSEN-2803016043,POINT (-0.412234 51.410989)
SSEN-2803016046,POINT (-0.407681 51.413328)
SSEN-2803016049,POINT (-0.407264 51.411245)
SSEN-2803016060,POINT (-0.413437 51.409045)
SSEN-2803016080,POINT (-0.415369 51.407236)
SSEN-2803016100,POINT (-0.413067 51.40564)
SSEN-2803016120,POINT (-0.407834 51.405614)
SSEN-2803016140,POINT (-0.405689 51.407744)
SSEN-2803018100,POINT (-0.393571 51.431849)
SSEN-2803018120,POINT (-0.392489 51.434001)
SSEN-2803018140,POINT (-0.388253 51.43335)
SSEN-2803020020,POINT (-0.421413 51.419197)
SSEN-2803020060,POINT (-0.424536 51.419563)
SSEN-2803020080,POINT (-0.425068 51.419147)
SSEN-2803022020,POINT (-0.418501 51.420228)
SSEN-2803022040,POINT (-0.420276 51.422545)
SSEN-2803022080,POINT (-0.42306 51.428589)
SSEN-2803022120,POINT (-0.418718 51.432281)
SSEN-2803022130,POINT (-0.417941 51.435606)
SSEN-2803022140,POINT (-0.421629 51.435054)
SSEN-2803022160,POINT (-0.41697 51.439127)
SSEN-2803022170,POINT (-0.414533 51.438465)
SSEN-2803022180,POINT (-0.41342 51.441516)
SSEN-2804601040,POINT (-0.381955 51.434881)
SSEN-2804601060,POINT (-0.378099 51.435305)
SSEN-2804603040,POINT (-0.379981 51.436203)
SSEN-2804604020,POINT (-0.378046 51.439252)
SSEN-2804604040,POINT (-0.374713 51.439898)
SSEN-2804604060,POINT (-0.374376 51.4409)
SSEN-2804604080,POINT (-0.376975 51.441844)
SSEN-2804604100,POINT (-0.381238 51.439709)
SSEN-2804604160,POINT (-0.384809 51.439624)
SSEN-2804605020,POINT (-0.371798 51.437726)
SSEN-2805001140,POINT (-0.443689 51.481929)
SSEN-2805001160,POINT (-0.444463 51.482452)
SSEN-2805001220,POINT (-0.446953 51.482241)
SSEN-2805004140,POINT (-0.441134 51.483783)
SSEN-2805004160,POINT (-0.443177 51.485546)
SSEN-2805004200,POINT (-0.439221 51.48285)
SSEN-2805005040,POINT (-0.41 51.479112)
SSEN-2805005060,POINT (-0.407931 51.478139)
SSEN-2805005080,POINT (-0.407029 51.479215)
SSEN-2805005100,POINT (-0.404099 51.476936)
SSEN-2805005120,POINT (-0.405684 51.474017)
SSEN-2805005140,POINT (-0.411122 51.475395)
SSEN-2805005160,POINT (-0.411095 51.4741)
SSEN-2805006040,POINT (-0.429755 51.48213)
SSEN-2805006050,POINT (-0.423143 51.482589)
SSEN-2805006060,POINT (-0.421034 51.481536)
SSEN-2805006070,POINT (-0.418133 51.48379)
SSEN-2805006080,POINT (-0.413535 51.478494)
SSEN-2805006090,POINT (-0.41533 51.480308)
SSEN-2805006100,POINT (-0.412184 51.482136)
SSEN-2805008080,POINT (-0.43318 51.482212)
SSEN-2807001020,POINT (-0.466934 51.435474)
SSEN-2807001040,POINT (-0.469792 51.436051)
SSEN-2807001080,POINT (-0.470502 51.437634)
SSEN-2807001100,POINT (-0.472062 51.440038)
SSEN-2807002020,POINT (-0.461748 51.432241)
SSEN-2807002040,POINT (-0.461033 51.434246)
SSEN-2807002060,POINT (-0.460137 51.431815)
SSEN-2807002080,POINT (-0.460216 51.429883)
SSEN-2807002100,POINT (-0.456891 51.42823)
SSEN-2807002120,POINT (-0.453977 51.428497)
SSEN-2807002140,POINT (-0.453123 51.430356)
SSEN-2807002150,POINT (-0.453887 51.424773)
SSEN-2807002160,POINT (-0.454552 51.42337)
SSEN-2807002170,POINT (-0.449731 51.423882)
SSEN-2807002180,POINT (-0.448587 51.425386)
SSEN-2807003010,POINT (-0.460295 51.432663)
