secondary_substation_unique_id,geometry
SSEN-2822008200,POINT (-0.340092 51.473691)
SSEN-2822008220,POINT (-0.336465 51.474845)
SSEN-2822008230,POINT (-0.336534 51.475718)
SSEN-2822008232,POINT (-0.339481 51.47677)
SSEN-2822008235,POINT (-0.339278 51.477879)
SSEN-2822008240,POINT (-0.338723 51.475695)
SSEN-2822008246,POINT (-0.334505 51.474927)
SSEN-2822008248,POINT (-0.333359 51.474533)
SSEN-2822008251,POINT (-0.330553 51.475858)
SSEN-2822008370,POINT (-0.361665 51.469894)
SSEN-2822009040,POINT (-0.351092 51.472129)
SSEN-2822009050,POINT (-0.35233 51.472027)
SSEN-2822009060,POINT (-0.353332 51.471495)
SSEN-2822009080,POINT (-0.354893 51.471346)
SSEN-2822009100,POINT (-0.353243 51.473175)
SSEN-2822009120,POINT (-0.354425 51.473534)
SSEN-2822009140,POINT (-0.359746 51.474112)
SSEN-2822009160,POINT (-0.361912 51.475968)
SSEN-2822009180,POINT (-0.356579 51.473708)
SSEN-2822009200,POINT (-0.357169 51.475721)
SSEN-2822009220,POINT (-0.353819 51.476367)
SSEN-2822009240,POINT (-0.350792 51.475641)
SSEN-2822009260,POINT (-0.347452 51.475621)
SSEN-2822009280,POINT (-0.346374 51.473591)
SSEN-2822009380,POINT (-0.344997 51.478617)
SSEN-2822009400,POINT (-0.346957 51.478177)
SSEN-2822010020,POINT (-0.348442 51.465761)
SSEN-2822010140,POINT (-0.35325 51.464983)
SSEN-2822010160,POINT (-0.348647 51.460872)
SSEN-2822010170,POINT (-0.352767 51.458799)
SSEN-2822010180,POINT (-0.346099 51.458093)
SSEN-2822010200,POINT (-0.340381 51.466528)
SSEN-2822010220,POINT (-0.340365 51.458615)
SSEN-2822010240,POINT (-0.337973 51.457898)
SSEN-2822010260,POINT (-0.336399 51.457255)
SSEN-2822010340,POINT (-0.335854 51.458785)
SSEN-2822010360,POINT (-0.334408 51.458557)
SSEN-2822010460,POINT (-0.350704 51.46332)
SSEN-2822010480,POINT (-0.352713 51.461109)
SSEN-2822010500,POINT (-0.356658 51.46308)
SSEN-2822010520,POINT (-0.360335 51.461719)
SSEN-2822011020,POINT (-0.343637 51.466449)
SSEN-2822011040,POINT (-0.34231 51.467707)
SSEN-2822011060,POINT (-0.339568 51.467506)
SSEN-2822011100,POINT (-0.331815 51.467288)
SSEN-2822011230,POINT (-0.328727 51.470048)
SSEN-2822011260,POINT (-0.327865 51.472564)
SSEN-2822011280,POINT (-0.327776 51.471448)
SSEN-2822011290,POINT (-0.325915 51.471701)
SSEN-2822011300,POINT (-0.322775 51.472357)
SSEN-2822011320,POINT (-0.322587 51.47043)
SSEN-2822011340,POINT (-0.322628 51.469693)
SSEN-2822011360,POINT (-0.323821 51.468955)
SSEN-2822011373,POINT (-0.322626 51.468126)
SSEN-2822011380,POINT (-0.326628 51.468986)
SSEN-2822011385,POINT (-0.325926 51.467708)
SSEN-2822016020,POINT (-0.354419 51.469298)
SSEN-2822016040,POINT (-0.35845 51.46931)
SSEN-2822016200,POINT (-0.361706 51.468447)
SSEN-2822016240,POINT (-0.364026 51.469199)
SSEN-2822022010,POINT (-0.353133 51.471586)
SSEN-2822024020,POINT (-0.360974 51.469588)
SSEN-2822024030,POINT (-0.360579 51.470425)
SSEN-2822024035,POINT (-0.367284 51.474132)
SSEN-2822024060,POINT (-0.36166 51.470855)
SSEN-2822026010,POINT (-0.359913 51.470087)
SSEN-2822026060,POINT (-0.348496 51.471841)
SSEN-2822026080,POINT (-0.347933 51.47323)
SSEN-2822026090,POINT (-0.346295 51.472677)
SSEN-2822026100,POINT (-0.345059 51.47717)
SSEN-2822026115,POINT (-0.343407 51.474116)
SSEN-2822026120,POINT (-0.34236 51.474281)
SSEN-2822026130,POINT (-0.340076 51.474132)
SSEN-2822026140,POINT (-0.342115 51.480644)
SSEN-2822026150,POINT (-0.340448 51.479362)
SSEN-2822026160,POINT (-0.346494 51.479319)
SSEN-2822026170,POINT (-0.352753 51.478375)
SSEN-2822026180,POINT (-0.352446 51.480106)
SSEN-2822026190,POINT (-0.352598 51.481089)
SSEN-2822028010,POINT (-0.32087 51.461889)
SSEN-2822028020,POINT (-0.322205 51.46317)
SSEN-2822028030,POINT (-0.327061 51.460296)
SSEN-2822028040,POINT (-0.326261 51.458936)
SSEN-2822028050,POINT (-0.327001 51.463515)
SSEN-2822028060,POINT (-0.328918 51.458695)
SSEN-2822028070,POINT (-0.332762 51.457895)
SSEN-7900001010,POINT (0.019979 51.508751)
SSEN-7900001030,POINT (0.022433 51.508861)
SSEN-7900001040,POINT (0.023433 51.508876)
SSEN-7900004077,POINT (0.018655 51.508783)
SSEN-7900004078,POINT (0.018513 51.508607)
SSEN-7900004087,POINT (0.019347 51.508523)
SSEN-7900004118,POINT (0.021061 51.507714)
SSEN-7900006120,POINT (0.074031 51.506976)
SSEN-7900006130,POINT (0.073998 51.506401)
SSEN-7900006150,POINT (0.071842 51.506843)
SSEN-7900006160,POINT (0.07241 51.506658)
SSEN-7900006170,POINT (0.07261 51.506559)
SSEN-7908001040,POINT (-0.021534 51.472629)
SSEN-7908001060,POINT (-0.020668 51.471697)
SSEN-7908002020,POINT (-0.020234 51.472422)
SSEN-7908002048,POINT (-0.02317 51.474079)
SSEN-7908002055,POINT (-0.02148 51.473461)
SSEN-7908002070,POINT (-0.022147 51.474077)
SSEN-7908002075,POINT (-0.020766 51.471924)
SSEN-7912001020,POINT (-0.149323 51.486627)
SSEN-7912001040,POINT (-0.149688 51.487055)
SSEN-7912001043,POINT (-0.149274 51.487687)
SSEN-7912002015,POINT (-0.148805 51.487167)
SSEN-7913001045,POINT (0.072552 51.491414)
SSEN-7913001090,POINT (0.070172 51.493055)
SSEN-7916004040,POINT (0.107454 51.519494)
SSEN-7916004050,POINT (0.106165 51.520001)
SSEN-7916007003,POINT (0.123125 51.522484)
SSEN-7916007005,POINT (0.121641 51.52215)
SSEN-7916007008,POINT (0.121133 51.523818)
SSEN-7949008010,POINT (-0.171435 51.519142)
SSEN-7959001005,POINT (-0.054843 51.601605)
SSEN-7966002005,POINT (-0.057656 51.588672)
SSEN-7966002020,POINT (-0.058315 51.589513)
SSEN-7966002025,POINT (-0.057337 51.588954)
SSEN-7967001010,POINT (-0.288442 51.622974)
SSEN-7971001005,POINT (0.187234 51.45259)
SSEN-7980001005,POINT (0.03672 51.502097)
SSEN-7980002015,POINT (0.036656 51.501113)
SSEN-7991001005,POINT (-0.099382 51.556783)
SSEN-7999001015,POINT (-0.037005 51.490928)
SSEN-8004001015,POINT (-0.13804 51.482097)
SSEN-8004001030,POINT (-0.137971 51.482546)
SSEN-8004002025,POINT (-0.137119 51.482267)
SSEN-8017001005,POINT (-0.071321 51.514946)
SSEN-8018001005,POINT (-0.255972 51.591752)
SSEN-8018001010,POINT (-0.255793 51.591734)
SSEN-8023003020,POINT (-0.207937 51.610788)
SSEN-8028001005,POINT (-0.036819 51.501003)
SSEN-8034001010,POINT (0.009112 51.48494)
SSEN-8034001015,POINT (0.009037 51.485882)
SSEN-8034001020,POINT (0.00903 51.485072)
SSEN-8037001005,POINT (-0.298587 51.538762)
SSEN-8037001010,POINT (-0.298621 51.538737)
SSEN-8062001010,POINT (0.015079 51.508356)
SSEN-8062001015,POINT (0.015412 51.508381)
SSEN-8068001005,POINT (-0.016821 51.465858)
SSEN-8069001005,POINT (-0.016662 51.465335)
SSEN-8070001005,POINT (0.004276 51.489874)
SSEN-8072001005,POINT (0.003715 51.490117)
SSEN-8077001005,POINT (-0.025666 51.446487)
SSEN-8079001005,POINT (-0.104604 51.54134)
SSEN-8103001005,POINT (-0.177288 51.620719)
SSEN-8117001005,POINT (-0.013428 51.530317)
SSEN-8132001005,POINT (-0.07047 51.514876)
SSEN-8141001010,POINT (-0.122216 51.490405)
SSEN-8141002010,POINT (-0.121733 51.490937)
SSEN-8144001005,POINT (-0.036547 51.491947)
SSEN-8152001010,POINT (-0.128617 51.481149)
SSEN-8152001015,POINT (-0.128925 51.480759)
SSEN-8153001010,POINT (-0.175719 51.519541)
SSEN-8159001005,POINT (0.012914 51.510731)
SSEN-8160001005,POINT (0.01253 51.511326)
SSEN-8182001005,POINT (-0.020105 51.477373)
SSEN-8184001005,POINT (-0.193222 51.457909)
SSEN-8184001020,POINT (-0.192724 51.457662)
SSEN-8187001010,POINT (-0.226516 51.51041)
SSEN-8187001015,POINT (-0.226516 51.51041)
SSEN-8187001020,POINT (-0.226795 51.510468)
SSEN-8187006005,POINT (-0.226516 51.51041)
SSEN-8187006010,POINT (-0.226516 51.51041)
SSEN-8231001005,POINT (-0.020167 51.499433)
SSEN-8231001010,POINT (-0.019399 51.499541)
SSEN-8231001015,POINT (-0.019339 51.499423)
SSEN-8231002005,POINT (-0.02046 51.499428)
SSEN-8238003010,POINT (-0.146271 51.482614)
SSEN-8238005010,POINT (-0.146537 51.4787)
SSEN-8238006003,POINT (-0.147165 51.479049)
SSEN-8246001005,POINT (-0.222646 51.511377)
SSEN-8246001006,POINT (-0.221442 51.511736)
SSEN-8246001008,POINT (-0.221198 51.511728)
SSEN-8246002010,POINT (-0.222259 51.511861)
SSEN-8246002020,POINT (-0.22229 51.512064)
SSEN-8246002030,POINT (-0.2227 51.511629)
SSEN-8254001005,POINT (-0.208546 51.609321)
SSEN-1913602120,POINT (-0.464575 51.615892)
SSEN-2520004095,POINT (-0.464691 51.563631)
SSEN-2509602060,POINT (-0.268068 51.529483)
SSEN-2520026010,POINT (-0.488219 51.536762)
SSEN-2520030150,POINT (-0.510614 51.548163)
SSEN-2820011210,POINT (-0.513475 51.527211)
SSEN-1908002101,POINT (-0.545431 51.52523)
SSEN-2212002050,POINT (-0.545553 51.417134)
SSEN-2811009110,POINT (-0.51133 51.43468)
SSEN-7949009040,POINT (-0.171811 51.519118)
SSEN-2809607082,POINT (-0.412922 51.447786)
SSEN-1922601183,POINT (-0.524257 51.586525)
SSEN-2822016150,POINT (-0.362653 51.46865)
SSEN-2513607040,POINT (-0.397375 51.513084)
SSEN-2822008360,POINT (-0.355923 51.469913)
SSEN-2501018022,POINT (-0.255048 51.503895)
SSEN-2511009210,POINT (-0.25477 51.493433)
SSEN-2501006095,POINT (-0.275879 51.502436)
SSEN-2507607060,POINT (-0.271436 51.528867)
SSEN-2803020150,POINT (-0.428888 51.417634)
SSEN-1909002260,POINT (-0.509828 51.479965)
SSEN-2820005100,POINT (-0.483715 51.519996)
SSEN-2511002110,POINT (-0.27866 51.495216)
SSEN-2501016045,POINT (-0.272894 51.498359)
SSEN-2820009060,POINT (-0.463869 51.510089)
SSEN-7913001025,POINT (0.07078 51.492506)
SSEN-2822005080,POINT (-0.366881 51.463834)
SSEN-2520007100,POINT (-0.479791 51.548649)
SSEN-2501009092,POINT (-0.260985 51.505755)
SSEN-2808006060,POINT (-0.420222 51.465833)
SSEN-2818002100,POINT (-0.374068 51.484392)
SSEN-1917003035,POINT (-0.534182 51.499695)
SSEN-2507607200,POINT (-0.274832 51.527137)
SSEN-2820011028,POINT (-0.509755 51.52283)
SSEN-1909001120,POINT (-0.516821 51.476)
SSEN-1914604200,POINT (-0.485835 51.563834)
SSEN-2503605120,POINT (-0.277941 51.523819)
SSEN-2507602045,POINT (-0.266144 51.525746)
SSEN-2507603020,POINT (-0.279132 51.52399)
SSEN-2507605020,POINT (-0.263425 51.526096)
SSEN-2507605060,POINT (-0.262276 51.527122)
SSEN-2508006220,POINT (-0.338851 51.499132)
SSEN-2508007130,POINT (-0.32246 51.489969)
SSEN-2509005030,POINT (-0.256625 51.522219)
SSEN-2518001100,POINT (-0.374901 51.529815)
SSEN-2518005467,POINT (-0.361735 51.546367)
SSEN-2518009580,POINT (-0.361411 51.542136)
SSEN-2520007080,POINT (-0.478041 51.54663)
SSEN-2520026100,POINT (-0.489774 51.534642)
SSEN-2521012090,POINT (-0.40695 51.505463)
SSEN-2521024030,POINT (-0.434118 51.506549)
SSEN-2524004040,POINT (-0.316321 51.536138)
SSEN-2524008020,POINT (-0.315911 51.53633)
SSEN-2803006050,POINT (-0.429969 51.41629)
SSEN-2807003340,POINT (-0.44056 51.438076)
SSEN-2808002010,POINT (-0.398755 51.462583)
SSEN-2808002050,POINT (-0.400293 51.464286)
SSEN-2810004120,POINT (-0.532036 51.413962)
SSEN-2810006040,POINT (-0.528809 51.415027)
SSEN-2820001130,POINT (-0.465156 51.510808)
SSEN-2808001150,POINT (-0.406687 51.449751)
SSEN-2501014037,POINT (-0.269483 51.506788)
SSEN-2520014190,POINT (-0.530564 51.543154)
SSEN-2511005060,POINT (-0.258822 51.487103)
SSEN-2501010027,POINT (-0.275812 51.507323)
SSEN-2818009095,POINT (-0.362972 51.464788)
SSEN-2501019095,POINT (-0.275879 51.502436)
SSEN-7980002010,POINT (0.038371 51.502125)
SSEN-1920012370,POINT (-0.485436 51.502457)
SSEN-2522001010,POINT (-0.306225 51.513314)
SSEN-1909006220,POINT (-0.493286 51.45926)
SSEN-1914603160,POINT (-0.529074 51.583969)
SSEN-2501017020,POINT (-0.280264 51.492244)
SSEN-2818009009,POINT (-0.372176 51.46684)
SSEN-7908001020,POINT (-0.020948 51.472534)
SSEN-2503606040,POINT (-0.261301 51.520921)
SSEN-2818009020,POINT (-0.371591 51.46782)
SSEN-8204001005,POINT (-0.124306 51.516671)
SSEN-2526009205,POINT (-0.291321 51.492181)
SSEN-2803012360,POINT (-0.404614 51.43985)
SSEN-2808001148,POINT (-0.410133 51.449978)
SSEN-2822024033,POINT (-0.368803 51.474315)
SSEN-2803012370,POINT (-0.403689 51.439963)
SSEN-2810003010,POINT (-0.501531 51.436201)
SSEN-2810001010,POINT (-0.501531 51.436201)
SSEN-2811009100,POINT (-0.510125 51.435015)
SSEN-2810006050,POINT (-0.530217 51.415531)
SSEN-1909004410,POINT (-0.511635 51.475779)
SSEN-2507605180,POINT (-0.26217 51.52838)
SSEN-2513601040,POINT (-0.393674 51.511352)
SSEN-2520004010,POINT (-0.481638 51.547333)
SSEN-2521009050,POINT (-0.428665 51.506709)
SSEN-2521012070,POINT (-0.409191 51.504432)
SSEN-2803020180,POINT (-0.429342 51.417802)
SSEN-2820001020,POINT (-0.461152 51.510764)
SSEN-7916004065,POINT (0.116153 51.527934)
SSEN-1913602050,POINT (-0.49498 51.602339)
SSEN-2808001120,POINT (-0.413412 51.445499)
SSEN-2808001135,POINT (-0.412633 51.444482)
SSEN-2810011070,POINT (-0.512227 51.434325)
SSEN-2504604060,POINT (-0.374717 51.505434)
SSEN-2822005240,POINT (-0.356825 51.459431)
SSEN-2501016115,POINT (-0.268116 51.495585)
SSEN-2818004070,POINT (-0.380407 51.465838)
SSEN-1910021160,POINT (-0.538544 51.456964)
SSEN-1919603030,POINT (-0.539484 51.571725)
SSEN-2522004345,POINT (-0.290606 51.528776)
SSEN-2500001060,POINT (-0.351144 51.544123)
